,Gender,Age,Education,Party,Race,Region,Marital,RACESURV10,RACESURV11,RACESURV6,RACESURV7,RACESURV20,RACESURV22
5764,2,4,3,2,1,2,1,1,3,2,2,3,4
5767,2,3,2,2,1,2,1,2,2,2,2,3,2
5771,1,1,1,3,1,2,6,1,3,1,3,3,4
5772,1,1,1,4,1,2,1,1,3,2,2,3,3
5774,2,3,3,1,1,2,1,2,3,2,3,3,4
5775,1,3,1,1,1,2,1,1,2,1,4,2,4
5781,1,4,3,1,1,2,1,1,3,1,3,3,4
5782,1,4,3,2,1,2,1,2,2,2,2,3,3
5784,2,2,1,2,1,2,6,2,2,2,3,3,3
5785,2,1,2,99,9,2,2,2,3,2,2,3,4
5786,2,2,2,1,1,2,1,2,3,1,3,3,4
5788,2,2,1,1,1,2,1,1,3,2,2,3,4
5789,2,3,2,1,1,2,1,2,2,2,2,3,4
5790,2,3,3,1,1,2,1,1,1,1,3,2,4
5792,1,4,1,3,1,2,1,2,2,2,3,3,4
5795,2,4,1,3,1,2,1,2,1,2,3,3,4
5796,2,2,1,2,1,2,6,1,1,2,2,3,1
5798,2,1,2,1,3,2,1,2,2,2,2,2,3
5799,2,3,3,1,1,4,1,2,2,1,2,3,4
5805,1,2,1,2,1,4,1,1,2,2,3,3,4
5806,2,2,1,1,1,4,1,1,3,1,3,2,4
5808,2,4,2,1,1,4,1,1,2,1,1,3,4
5811,2,3,1,1,1,4,6,1,2,1,3,3,4
5814,2,3,1,2,1,4,1,2,2,1,4,3,4
5816,2,2,1,3,1,2,2,2,2,2,2,3,3
5817,2,1,3,4,5,2,6,2,2,2,1,2,2
5819,1,2,1,3,1,2,1,2,3,2,2,3,4
5823,2,3,2,3,5,2,3,2,2,2,3,2,4
5825,2,2,1,3,1,2,1,2,2,1,1,3,3
5826,1,2,2,1,1,2,1,1,2,1,2,2,3
5828,2,2,2,2,2,2,3,2,2,2,2,1,4
5829,2,2,3,4,3,2,1,2,2,1,4,2,4
5830,1,4,2,3,1,2,2,2,2,2,3,3,3
5831,1,3,3,1,1,2,1,2,2,1,1,3,4
5832,2,4,1,3,1,2,6,1,2,1,4,2,4
5835,1,1,3,1,1,2,6,1,1,1,3,2,2
5836,2,4,2,4,1,2,1,2,2,1,3,2,3
5838,1,2,2,3,1,2,6,1,3,1,2,2,4
5839,1,3,2,1,1,2,3,1,1,1,3,2,4
5840,2,4,2,2,1,2,1,2,2,2,3,2,4
5841,2,2,1,4,1,2,1,1,3,1,2,3,4
5846,1,1,3,3,1,2,6,1,1,2,2,3,4
5847,2,3,1,2,3,2,3,1,2,2,1,2,1
5850,2,4,3,3,1,2,1,2,3,1,3,3,4
5851,1,4,1,1,1,2,1,1,3,1,1,3,4
5852,2,4,1,2,1,2,1,2,3,2,3,3,4
5855,1,1,3,4,1,2,6,1,2,2,3,2,3
5857,1,3,1,3,2,2,1,1,1,2,1,2,1
5859,2,2,1,2,1,2,1,2,2,2,2,2,2
5861,1,2,1,2,2,2,3,2,3,2,4,3,4
5863,1,3,2,2,4,2,3,1,3,2,2,2,4
5869,2,1,1,2,1,2,1,2,3,2,2,3,2
5871,1,3,1,2,5,2,6,2,2,2,1,2,2
5872,1,1,2,3,2,2,6,2,3,2,1,2,2
5875,1,3,2,1,1,2,3,1,3,1,3,2,4
5876,2,4,3,3,1,2,3,1,1,2,3,3,4
5877,1,4,1,2,1,2,6,2,2,2,1,3,3
5879,2,1,1,2,3,2,6,2,3,2,2,2,2
5880,1,1,1,2,5,2,6,2,2,2,4,2,4
5881,2,1,3,2,2,2,6,1,3,2,2,3,3
5884,1,3,2,1,1,2,1,2,3,2,3,3,4
5889,1,4,3,3,1,2,1,2,2,2,3,3,4
5891,1,2,2,2,1,2,6,2,2,2,3,3,4
5892,1,1,1,3,1,2,6,1,1,2,3,3,3
5893,2,1,2,3,4,2,6,2,1,2,1,2,4
5894,1,1,2,1,1,2,6,2,2,1,3,3,4
5897,2,3,3,1,1,2,1,2,2,1,2,2,4
5901,2,2,2,3,1,2,3,2,2,1,2,2,4
5905,1,4,3,3,1,2,1,1,2,1,2,3,4
5906,2,2,1,1,1,2,6,2,2,1,3,3,4
5909,2,4,2,3,1,2,2,2,2,2,2,3,4
5913,2,1,3,4,5,2,6,2,2,2,2,1,4
5917,1,3,3,3,3,2,5,2,2,1,3,2,4
5918,2,3,2,3,1,2,1,1,1,1,3,3,4
5919,1,2,2,3,1,2,3,1,2,1,3,2,4
5923,99,1,1,1,1,2,6,1,1,2,3,2,3
5924,2,2,1,2,2,2,1,2,2,2,1,2,4
5928,1,1,3,4,1,2,1,2,3,1,3,2,4
5929,1,2,3,1,1,2,1,1,3,1,2,2,4
5932,1,4,2,1,1,2,1,2,2,1,3,2,4
5934,1,4,2,1,1,2,1,2,3,1,3,3,4
5935,2,4,2,1,1,2,5,1,2,1,3,3,4
5937,1,3,1,3,1,2,3,2,2,2,2,3,3
5939,1,3,1,3,9,2,1,1,1,1,3,3,4
5940,2,4,3,3,1,2,1,2,2,2,4,3,4
5942,2,1,2,2,1,2,1,2,2,2,1,3,4
5943,2,4,3,1,1,2,1,99,2,99,4,2,4
5945,2,2,1,3,1,2,1,2,1,2,3,3,3
5946,1,3,2,1,1,2,1,1,1,1,4,3,4
5948,2,2,1,2,1,2,6,2,2,2,2,3,4
5950,2,1,1,3,5,2,1,2,2,2,2,2,2
5954,2,2,3,3,2,2,2,1,2,2,2,2,4
5955,1,2,3,2,1,2,1,1,1,1,3,2,4
5956,1,4,3,2,1,2,3,2,2,2,2,3,4
5957,1,4,1,4,1,2,3,1,3,1,3,3,4
5958,1,2,1,2,1,2,6,1,3,1,3,2,4
5963,1,3,2,3,1,2,1,1,3,1,4,2,4
5964,1,2,1,4,1,2,1,99,1,99,3,3,4
5965,1,2,2,2,3,2,1,1,1,2,2,2,2
5966,2,4,3,2,1,2,3,2,2,2,2,2,3
5967,1,1,3,2,3,2,1,1,2,1,4,2,4
5970,2,3,2,1,1,2,6,2,2,2,3,3,4
5971,2,4,2,2,1,3,1,2,2,2,3,3,4
5972,1,1,1,3,5,3,6,2,2,1,2,2,2
5975,2,3,1,2,2,3,1,2,2,2,1,2,4
5978,2,1,1,2,2,3,2,2,2,2,2,2,3
5981,1,1,1,4,5,3,1,1,1,2,2,2,3
5982,2,2,3,2,2,3,3,2,2,1,4,3,4
5985,1,4,1,2,2,3,1,2,2,2,1,2,3
5988,2,2,2,2,2,3,1,2,2,2,2,2,3
5989,2,2,1,3,1,3,1,2,2,2,3,3,4
5991,2,4,2,2,1,3,5,2,2,2,2,2,4
5992,1,3,3,1,3,3,1,1,2,1,3,3,4
5996,2,2,1,3,1,3,6,2,2,2,2,3,2
5997,2,1,2,2,2,3,6,2,3,2,3,1,2
6002,2,2,2,2,1,3,1,1,3,2,3,2,3
6004,1,4,3,2,9,3,1,1,3,1,4,3,4
6005,1,1,2,3,1,3,6,2,1,2,2,3,4
6006,2,2,2,3,1,3,6,2,3,2,2,3,4
6007,2,4,3,2,1,3,1,2,3,1,3,3,3
6008,2,2,3,4,1,3,3,2,2,2,4,3,4
6009,1,3,3,3,1,3,1,1,3,2,3,3,4
6011,1,4,3,1,1,3,5,2,1,2,2,2,2
6012,2,3,2,1,1,3,1,2,2,1,4,2,4
6014,1,1,1,3,3,3,6,2,2,2,1,1,3
6017,2,2,2,3,3,3,1,1,2,2,2,2,3
6018,1,2,2,1,3,3,6,2,2,2,1,2,3
6019,1,2,1,2,1,3,6,2,3,1,3,2,4
6021,2,2,2,4,5,3,1,1,3,2,2,2,2
6022,2,3,2,2,2,3,1,2,2,2,2,2,2
6024,2,4,3,2,1,3,1,1,3,2,3,3,4
6026,2,2,2,1,3,3,1,1,2,2,3,3,3
6027,1,4,3,1,1,3,1,1,1,1,4,3,4
6029,2,4,3,2,1,3,5,1,2,1,3,3,4
6031,2,2,2,3,3,3,6,1,2,2,2,2,4
6032,2,1,1,4,4,3,6,1,1,1,1,2,2
6033,1,2,3,1,1,3,3,2,3,1,2,3,4
6034,1,2,1,2,1,3,1,2,2,2,2,2,4
6035,2,2,2,4,1,3,1,2,3,2,3,2,2
6038,2,2,2,1,4,3,1,2,2,2,3,3,4
6040,2,3,2,1,1,3,1,2,2,1,1,1,4
6042,2,2,2,2,1,3,1,2,2,2,2,3,4
6043,1,1,2,4,4,3,6,1,3,1,3,3,3
6044,1,2,1,3,3,3,1,1,3,2,1,2,3
6046,2,3,2,1,1,3,1,1,3,1,3,3,4
6049,1,3,1,2,5,3,1,1,3,2,3,2,3
6050,1,4,1,3,1,3,1,2,2,2,1,3,4
6051,2,3,2,99,1,3,1,1,3,1,3,3,4
6052,2,3,3,2,1,3,1,2,2,2,2,3,2
6053,2,3,2,1,1,3,1,2,2,1,4,3,4
6055,2,4,2,2,1,3,5,2,2,1,4,3,4
6056,2,2,3,1,1,3,1,2,2,1,2,2,4
6058,1,2,1,3,3,3,6,1,2,1,2,2,1
6059,2,3,2,1,1,3,5,1,3,1,3,3,2
6060,2,2,1,2,2,3,1,2,2,2,2,2,4
6062,2,2,2,4,2,3,2,2,2,2,3,2,4
6064,1,2,1,4,1,3,1,2,3,2,3,2,3
6065,1,2,1,1,1,3,1,2,3,1,3,2,4
6067,1,1,2,1,3,3,6,1,1,1,1,3,3
6070,1,2,1,2,2,3,1,2,2,2,2,2,2
6071,1,3,2,1,1,3,1,2,2,1,2,2,4
6080,2,4,3,1,1,3,5,2,3,2,3,3,2
6081,1,2,2,4,1,3,1,1,3,1,2,2,4
6083,2,2,2,3,3,3,3,2,2,2,3,2,2
6084,2,2,2,3,1,3,1,2,2,1,2,3,4
6085,2,1,3,3,2,3,6,1,3,2,3,1,1
6087,2,2,2,1,1,3,1,1,3,1,2,3,4
6088,2,1,1,2,1,3,1,2,3,2,1,3,4
6090,1,3,3,3,2,3,6,1,3,1,3,3,2
6092,2,2,1,2,5,3,1,1,1,2,3,2,4
6093,1,4,3,4,1,3,3,2,2,2,4,3,4
6094,2,2,1,4,3,3,4,2,2,2,2,2,4
6097,1,4,1,3,1,3,3,2,2,1,3,2,4
6101,1,3,1,4,1,3,1,1,1,2,1,3,2
6102,2,3,2,1,1,3,1,1,3,1,4,3,4
6103,2,2,3,3,1,3,1,2,2,1,3,3,4
6104,1,2,3,1,1,3,6,2,3,1,1,1,4
6105,2,1,2,4,1,3,6,2,2,1,2,3,4
6106,2,2,1,4,1,3,1,1,1,2,3,3,4
6107,2,4,1,2,2,3,3,2,2,2,3,2,2
6108,2,2,1,3,2,3,1,2,2,2,1,2,3
6109,1,2,1,2,5,3,3,1,3,2,2,99,4
6111,1,2,2,2,2,3,1,2,3,2,2,2,4
6113,1,4,3,1,1,3,5,1,2,1,3,3,4
6114,2,2,2,1,1,3,1,2,3,2,2,3,4
6115,2,4,3,3,1,3,1,2,2,1,2,3,4
6116,1,1,1,4,5,3,6,2,2,2,3,2,4
6119,2,2,1,1,1,3,1,2,2,1,4,3,4
6122,2,2,3,4,1,3,1,1,1,1,3,3,4
6123,2,4,3,2,1,3,1,2,2,99,2,3,3
6124,1,2,1,3,2,3,1,2,3,2,2,1,4
6125,2,1,1,1,3,3,2,1,2,1,2,3,4
6127,2,4,2,3,1,3,5,1,2,2,4,3,4
6129,2,2,2,4,1,3,2,2,2,2,1,2,1
6132,1,3,1,1,1,3,1,1,3,1,2,2,4
6137,1,2,1,3,1,3,1,2,2,2,2,2,4
6138,1,4,1,2,2,3,5,2,2,2,1,1,2
6141,2,2,2,4,2,3,1,2,3,2,1,2,3
6142,2,2,1,2,3,3,1,2,3,2,1,2,3
6144,2,2,1,1,5,3,1,1,1,2,3,3,3
6145,2,3,2,1,3,3,1,2,2,2,3,2,4
6146,2,1,3,2,2,3,6,2,2,2,1,2,3
6147,1,3,3,2,2,3,2,2,1,2,4,1,3
6148,2,2,1,2,5,3,2,2,2,2,1,2,4
6150,1,3,2,3,1,3,1,1,1,2,2,3,4
6151,2,1,3,4,1,3,6,1,3,2,3,2,2
6154,1,3,3,2,1,3,1,2,2,2,1,3,4
6161,1,2,1,2,3,3,6,2,3,2,2,3,3
6162,2,2,1,3,1,3,6,2,2,1,3,2,4
6166,1,3,1,2,1,3,1,2,3,2,2,3,4
6170,1,2,2,3,3,3,1,2,2,2,4,3,4
6175,2,2,2,4,3,4,6,2,2,2,1,3,4
6176,2,2,1,2,3,4,1,2,2,2,2,2,4
6177,2,2,1,3,1,4,1,1,3,2,4,3,4
6183,1,2,2,1,1,4,1,1,2,1,1,3,4
6186,1,1,3,4,3,4,1,2,2,2,4,2,2
6188,2,3,2,4,3,4,3,2,2,2,1,3,1
6192,1,4,1,2,1,4,1,1,1,2,3,3,4
6193,1,3,2,3,3,4,1,2,2,1,3,2,3
6196,2,1,2,3,1,4,2,2,1,2,2,3,4
6200,2,4,1,2,1,4,5,2,2,1,3,3,4
6201,2,3,1,2,3,4,5,2,2,2,2,2,2
6202,1,2,3,1,1,4,1,2,2,2,2,2,4
6204,2,3,3,1,1,4,1,2,2,2,2,2,4
6207,2,3,2,1,3,4,1,1,2,1,3,2,4
6210,1,3,3,2,1,4,1,2,3,2,4,3,4
6211,2,3,3,3,1,4,2,2,3,1,3,3,4
6212,2,1,1,1,4,4,1,1,2,2,2,3,3
6213,2,1,1,1,1,4,1,1,1,1,2,2,4
6219,2,2,2,1,1,4,1,2,2,1,3,2,3
6220,2,4,3,1,1,4,1,1,3,1,3,3,2
6221,1,2,1,4,1,4,1,2,2,2,2,3,2
6222,1,3,3,2,1,4,2,1,1,2,2,3,3
6224,1,2,1,3,1,4,6,2,1,2,2,3,4
6227,2,3,3,2,1,4,1,1,1,1,2,3,4
6228,2,2,1,1,1,4,1,1,3,1,3,3,4
6229,2,2,2,4,1,4,1,2,2,1,2,2,3
6233,2,2,1,2,1,4,1,2,2,2,3,3,4
6235,1,2,1,1,1,4,1,1,3,1,3,3,4
6236,2,1,3,3,3,4,1,1,3,1,3,2,3
6237,1,1,2,4,5,4,6,2,3,2,3,3,2
6238,1,3,1,1,1,4,3,1,3,1,3,3,4
6239,2,1,3,2,1,4,6,2,3,2,3,3,3
6243,1,4,3,1,1,4,1,2,3,1,4,3,4
6246,2,2,2,4,5,4,1,2,2,2,2,2,3
6247,2,3,2,2,4,4,5,2,2,2,1,2,3
6250,2,4,3,3,3,4,3,1,3,1,4,3,4
6252,1,2,1,3,1,4,1,2,3,1,3,2,3
6254,1,2,2,2,1,4,6,2,1,2,2,2,4
6260,1,2,2,2,1,4,6,2,2,2,3,3,4
6261,1,2,2,4,1,4,99,1,2,1,2,2,4
6262,1,2,1,2,5,4,1,2,2,2,1,2,3
6264,1,2,1,2,5,4,6,2,2,2,2,2,4
6267,1,3,3,3,1,4,6,2,2,2,3,2,2
6268,1,2,2,3,1,4,1,2,2,2,2,3,4
6269,2,3,2,2,3,4,1,2,2,2,2,2,2
6270,1,3,2,2,1,4,1,2,2,2,2,3,2
6274,2,3,1,3,1,4,3,2,2,1,3,3,4
6276,2,1,1,3,3,4,6,1,3,2,1,3,2
6278,2,3,1,2,3,4,1,2,2,2,1,1,2
6284,2,2,3,3,1,4,6,2,3,2,4,2,4
6286,1,3,1,1,1,4,1,2,1,1,2,3,4
6288,2,3,3,4,1,4,3,1,1,2,4,1,4
6292,2,4,2,4,4,4,3,2,2,2,1,2,3
6293,2,2,1,2,5,4,6,2,3,2,2,2,2
6297,2,2,2,4,3,4,6,1,2,2,2,3,2
6298,2,2,2,1,1,4,1,1,2,1,4,1,3
6300,2,4,2,2,1,4,1,2,3,2,3,2,4
6302,2,2,1,2,3,4,1,1,2,2,2,2,4
6303,2,2,1,3,1,4,1,1,3,2,2,3,4
6306,2,1,2,4,1,4,6,2,3,2,2,3,4
6307,1,3,1,1,3,4,1,2,2,1,2,2,2
6308,1,4,2,1,1,4,1,2,2,1,2,3,4
6309,2,4,2,1,1,4,3,2,3,1,3,3,4
6310,2,1,1,4,1,4,6,2,3,1,2,1,3
6312,1,2,3,3,1,4,6,2,3,1,1,2,2
6313,2,2,3,1,1,4,1,1,2,1,2,2,3
6314,2,2,2,3,3,4,1,2,2,2,2,2,4
6315,2,2,1,2,3,4,6,2,2,1,2,1,4
6316,1,2,3,4,4,4,6,1,2,1,4,2,4
6318,2,3,2,3,1,4,1,1,2,1,3,2,4
6320,2,3,3,1,1,4,1,1,2,1,3,3,4
6323,1,2,1,3,1,4,6,1,3,2,1,3,2
6324,2,2,3,4,1,4,2,2,2,1,1,2,2
6325,2,1,2,3,2,4,2,1,2,2,2,2,2
6327,1,4,1,2,1,4,6,2,2,2,3,3,4
6329,1,2,1,3,1,4,6,2,2,1,1,1,4
6331,1,2,3,3,3,4,6,2,2,2,4,2,4
6332,1,1,1,4,5,4,6,1,3,1,2,3,4
6333,1,3,1,3,1,4,3,1,1,2,4,3,4
6335,1,1,2,99,3,4,2,2,2,2,1,2,4
6337,1,4,2,3,1,4,1,1,1,2,3,3,3
6340,1,3,1,1,1,4,1,1,2,1,3,3,3
6341,1,3,1,2,1,4,6,1,1,2,3,3,3
6345,2,2,1,2,1,4,6,2,3,2,2,3,2
6347,2,2,1,2,5,4,1,2,3,2,2,2,2
6353,2,2,1,2,2,4,2,2,2,2,1,2,4
6356,2,2,1,2,5,4,1,2,2,2,1,2,4
6363,2,1,3,2,1,4,6,2,3,2,2,3,4
6366,1,2,1,3,1,4,1,1,2,1,3,3,4
6368,2,3,1,2,5,4,1,2,2,2,2,2,3
6369,2,3,1,1,5,4,3,1,3,2,2,2,4
6372,1,3,3,3,1,4,1,1,3,2,2,3,4
6373,1,1,1,4,5,4,6,1,2,1,2,2,4
6374,1,4,3,1,1,4,1,2,1,1,3,3,4
6377,2,3,2,3,1,4,3,1,2,1,3,2,4
6380,2,2,1,1,1,4,2,1,1,1,3,3,2
6382,2,1,2,1,3,4,1,2,2,2,2,2,3
6383,2,2,1,1,1,4,1,1,3,2,3,3,4
6384,2,3,2,1,9,4,3,1,3,1,3,3,4
6385,2,3,3,1,1,4,5,1,3,1,3,3,4
6387,1,3,3,2,1,4,6,2,1,2,4,2,4
6388,2,4,2,99,2,4,6,1,3,2,1,2,4
6390,1,2,1,2,1,4,3,2,1,2,3,2,4
6391,2,3,1,3,3,4,3,2,2,2,2,2,4
6392,1,4,1,1,1,4,1,2,2,1,3,3,4
6393,1,4,1,4,5,4,1,2,2,2,3,3,4
6394,1,2,1,2,5,4,1,2,2,2,3,2,3
6399,1,3,3,4,1,4,3,1,2,2,3,3,4
6402,2,2,2,2,1,4,4,2,2,2,4,3,1
6404,1,2,2,2,3,4,1,2,3,2,2,3,4
6406,2,3,1,1,5,4,3,2,2,2,1,1,2
6407,1,1,2,2,3,4,2,2,2,2,1,2,4
6408,2,4,2,4,3,4,1,2,2,1,3,1,4
6409,1,2,1,3,2,4,6,2,2,2,2,2,4
6410,2,2,3,4,4,4,1,2,2,1,2,2,4
6412,1,3,1,1,1,4,1,1,2,1,2,3,4
6413,2,2,2,4,1,4,1,1,1,2,3,3,4
6415,1,2,3,4,1,4,6,1,3,1,4,3,4
6416,1,1,1,4,5,4,6,2,3,2,3,3,4
6418,1,1,1,4,5,4,1,1,1,2,2,1,2
6420,2,2,2,3,4,4,6,1,2,2,3,2,3
6422,2,1,1,4,3,4,6,2,3,2,1,2,2
6423,1,2,1,3,1,4,6,1,2,1,3,2,3
6428,2,4,2,99,5,4,1,2,2,2,3,2,2
6431,1,2,2,2,5,4,1,1,3,1,3,2,3
6433,1,3,1,3,5,4,6,2,1,2,3,2,3
6437,2,1,3,1,3,4,2,2,2,2,3,1,3
6438,2,1,3,4,3,4,6,1,3,2,4,2,2
6440,1,1,2,3,1,4,6,2,1,2,3,3,3
6441,2,2,1,3,1,4,1,2,3,2,2,2,4
6442,1,4,3,2,1,4,1,2,2,2,3,3,4
6446,1,1,2,3,2,4,6,2,1,2,2,2,2
6447,1,3,2,1,1,4,3,2,2,1,4,3,4
6448,2,1,2,3,2,4,6,2,3,1,2,1,4
6450,2,2,2,2,5,4,1,1,1,2,1,2,1
6451,2,4,2,3,1,4,2,1,3,2,3,3,4
6458,2,4,2,2,1,4,3,2,2,2,3,3,4
6460,1,1,3,2,4,4,6,1,2,1,1,2,3
6462,1,3,2,2,5,4,6,2,2,2,1,1,2
6463,1,1,1,2,4,4,2,2,3,2,1,2,3
6465,1,3,1,3,3,4,1,1,2,2,3,2,3
6467,2,2,1,4,1,4,1,1,2,1,2,3,4
6468,1,3,1,3,5,4,1,2,2,1,2,2,4
6469,1,2,2,1,5,4,6,2,3,1,3,2,4
6470,1,4,1,2,5,4,5,2,3,1,3,3,3
6471,1,2,1,2,5,4,1,1,2,2,2,2,2
6472,1,1,2,3,5,4,6,2,1,2,2,2,1
6476,1,2,1,3,5,4,1,1,2,2,3,2,4
6477,2,4,1,2,1,4,1,2,2,2,3,3,3
6479,1,3,1,2,5,4,1,1,3,1,2,3,4
6482,1,3,1,2,3,4,6,2,2,2,2,2,4
6483,1,1,2,2,1,4,1,2,2,2,2,3,4
6484,1,3,2,2,2,4,6,2,3,2,4,2,3
6488,2,2,1,2,3,4,1,2,2,2,1,2,3
6491,2,3,1,2,9,4,3,2,2,2,3,2,4
6492,1,1,2,4,3,4,6,2,2,2,2,2,4
6494,1,4,1,2,1,4,1,2,3,2,3,3,3
6496,1,2,1,3,3,4,1,1,1,1,3,3,4
6498,1,2,1,3,1,4,1,1,1,1,3,3,3
6501,1,2,3,4,1,4,6,1,1,1,2,3,4
6504,2,3,3,4,3,4,1,2,3,1,4,3,3
6505,1,1,2,4,3,4,6,2,2,1,1,2,1
6506,1,4,1,3,1,4,3,2,2,2,4,3,4
6507,1,3,3,2,2,4,2,2,2,2,1,2,3
6509,2,3,1,3,2,4,6,2,2,2,1,2,4
6511,1,4,1,4,9,4,6,2,3,2,3,99,99
6517,1,3,1,1,3,4,1,1,1,1,3,3,4
6518,2,4,2,3,1,4,3,2,2,1,3,3,4
6519,2,3,3,1,1,4,1,99,2,1,4,3,4
6520,2,4,2,1,1,4,1,1,3,1,3,3,4
6522,2,2,3,4,1,4,1,2,2,2,1,2,4
6526,2,4,3,1,1,4,3,2,2,1,2,2,4
6527,2,2,3,1,3,4,1,1,2,2,4,3,4
6529,1,4,1,1,1,4,1,1,3,2,3,3,4
6530,2,2,2,2,5,4,1,1,3,1,3,2,3
6531,2,3,3,2,3,4,1,2,2,1,3,2,2
6536,1,4,1,3,5,4,3,1,1,1,4,2,4
6537,2,1,2,2,4,4,6,2,3,2,2,3,3
6538,1,3,1,4,5,4,1,1,3,1,4,3,4
6540,2,4,3,1,1,4,1,1,3,1,4,3,4
6541,2,2,2,2,1,4,2,2,2,2,3,3,4
6547,2,4,1,2,1,4,6,2,2,2,2,3,4
6548,2,2,2,2,1,4,2,2,2,2,2,2,4
6549,1,2,1,3,1,4,6,1,1,2,3,3,4
6553,2,2,1,2,1,4,1,2,2,2,2,3,4
6554,1,1,2,2,1,4,2,2,2,2,1,3,4
6558,2,3,2,3,1,4,3,2,2,2,4,2,2
6560,2,1,2,1,1,4,6,2,3,2,2,2,4
6561,1,3,3,3,1,4,2,2,2,2,2,2,4
6562,2,2,3,3,1,4,1,1,3,2,3,3,4
6563,1,3,2,2,1,4,1,1,1,2,3,2,4
6564,1,3,2,2,1,4,1,1,1,1,2,3,3
6569,2,4,3,1,1,4,1,2,2,1,4,3,4
6571,1,4,1,3,1,4,1,1,1,2,2,3,3
6572,2,1,1,3,4,4,2,1,1,2,2,1,2
6574,2,4,2,2,1,4,3,2,2,1,2,2,1
6577,2,2,1,3,5,4,1,1,2,2,2,3,3
6578,1,2,1,2,5,4,1,2,3,2,2,3,4
6579,2,3,3,2,1,4,2,2,2,1,2,2,4
6580,2,2,1,3,1,4,1,2,1,2,1,3,4
6584,1,2,1,2,5,4,4,2,2,2,1,2,3
6590,1,3,2,3,1,4,6,2,3,2,4,3,4
6593,2,2,1,3,1,4,1,2,3,2,2,3,4
6594,2,2,1,2,1,4,6,2,2,2,2,3,4
6596,2,4,1,2,5,4,1,2,2,2,1,3,3
6597,1,1,2,3,1,4,2,1,3,1,2,3,4
6598,2,2,3,3,1,4,6,1,2,2,2,1,2
6600,2,2,2,2,1,4,1,2,2,2,2,3,4
6601,2,2,2,2,1,4,1,2,2,2,2,3,3
6604,1,4,1,3,1,4,2,1,1,2,3,3,4
6605,2,1,2,3,1,4,3,2,1,2,2,3,4
6607,2,4,2,2,1,4,2,1,3,2,3,3,4
6608,1,1,1,1,1,4,1,2,2,1,2,2,4
6612,2,4,1,2,3,4,1,2,2,2,2,2,2
6613,1,1,3,4,1,4,6,2,2,2,4,3,3
6619,2,2,2,2,2,4,6,2,3,2,2,2,1
6623,2,4,2,2,1,4,6,2,3,2,3,3,4
6625,2,2,1,2,1,4,1,1,2,2,2,3,2
6626,1,3,1,3,1,4,6,2,2,2,2,3,3
6627,1,2,1,2,1,4,1,2,2,2,2,3,2
6632,2,2,3,3,1,4,2,2,2,1,2,3,4
6633,2,1,1,1,1,4,1,2,2,1,2,3,4
6635,1,3,1,2,1,4,1,1,2,2,3,3,2
