,Gender,Age,Education,Party,Race,Region,Marital,RACESURV10,RACESURV11,RACESURV6,RACESURV7,RACESURV20,RACESURV22
2865,1,3,2,2,1,1,6,2,2,2,2,3,4
2868,2,3,3,2,1,1,6,2,3,2,3,3,2
2869,2,2,2,2,2,3,6,2,2,2,3,2,3
2874,2,4,1,2,2,3,6,1,1,2,3,2,4
2877,2,4,3,2,1,4,1,2,2,2,3,3,2
2881,2,2,2,2,3,3,3,2,2,1,4,3,4
2883,2,3,1,2,5,1,1,1,2,2,2,2,2
2885,1,1,3,2,1,1,6,1,1,2,3,3,3
2892,1,3,2,2,1,2,4,1,1,2,3,2,3
2894,2,2,3,1,1,4,2,1,3,1,2,2,4
2895,1,3,3,1,3,4,5,1,2,2,1,1,2
2897,1,1,2,3,5,3,6,2,1,2,2,2,4
2898,2,1,2,3,4,3,6,1,2,1,3,3,3
2901,2,3,3,3,1,4,1,1,1,2,3,1,4
2905,2,3,1,2,2,3,1,2,2,2,1,2,4
2906,2,4,1,1,1,1,1,1,2,1,2,2,4
2907,2,4,3,1,1,3,5,1,2,1,2,3,4
2911,2,2,2,2,3,3,1,2,2,2,1,1,2
2913,1,2,1,3,1,4,6,1,1,2,3,2,4
2915,1,1,2,1,3,4,6,1,3,2,3,1,2
2917,2,1,1,2,3,1,6,2,2,1,2,3,4
2920,2,1,1,4,3,2,6,2,2,1,3,2,3
2921,1,1,3,1,3,3,6,1,3,1,1,2,4
2922,2,1,1,3,5,2,6,2,1,2,2,3,3
2925,1,2,2,4,1,2,3,1,1,1,4,3,4
2928,2,3,1,3,3,3,1,2,2,2,2,1,99
2930,2,4,1,2,3,4,1,2,1,2,2,2,2
2934,1,4,3,2,1,2,1,2,2,2,2,3,4
2937,2,4,2,2,3,4,5,99,3,99,3,2,3
2939,1,2,3,1,1,1,6,1,1,1,4,2,4
2941,1,4,1,2,1,4,4,2,3,1,2,3,3
2943,2,2,1,3,5,4,6,1,1,2,3,2,4
2947,2,1,3,4,2,1,6,1,3,2,3,2,3
2948,1,3,3,1,1,3,1,1,2,1,3,3,4
2949,2,1,1,2,5,4,6,2,1,2,1,1,4
2950,1,2,2,2,4,3,2,2,3,2,2,2,4
2953,2,2,2,2,3,4,1,2,3,2,2,3,2
2961,1,2,1,3,1,4,1,1,2,1,2,2,4
2962,1,4,1,1,1,1,1,1,3,1,4,3,4
2963,2,4,2,1,1,2,5,1,3,1,1,2,4
2964,2,2,3,1,3,4,1,2,3,2,4,3,3
2965,1,3,3,1,1,3,3,2,2,2,2,2,4
2968,2,1,3,3,2,3,4,1,3,1,3,3,3
2972,2,2,3,99,3,4,2,1,2,1,1,2,3
2974,1,3,3,4,2,3,3,2,2,2,1,1,2
2975,1,1,2,4,5,4,6,2,3,2,2,2,3
2978,2,4,1,1,1,1,3,2,1,1,3,3,4
2979,1,2,2,3,3,3,1,2,2,1,3,2,3
2980,1,2,2,2,2,2,1,1,3,2,3,2,4
2986,1,4,1,2,1,3,1,1,3,2,2,3,4
2988,2,1,1,2,1,3,6,2,3,2,2,3,2
2989,1,2,2,2,3,3,1,2,2,2,2,2,2
2991,1,3,2,1,1,2,3,1,2,1,2,2,4
2992,2,2,3,1,1,2,6,1,1,1,3,3,4
2993,1,1,1,2,5,2,6,2,3,1,4,3,4
2994,2,3,3,2,2,1,5,1,1,2,1,1,1
2996,1,1,2,2,3,4,6,1,1,2,3,2,3
2998,2,3,2,2,2,3,5,2,2,1,2,2,1
2999,2,2,3,2,3,4,1,2,3,1,4,3,4
3001,2,4,3,1,1,2,5,1,1,1,3,3,4
3003,2,3,1,2,3,4,1,2,2,2,2,2,1
3004,2,2,3,99,1,2,1,2,3,2,4,1,4
3007,2,2,1,3,2,3,6,1,2,2,2,2,4
3008,1,3,2,3,1,3,1,2,2,2,2,3,4
3011,1,3,1,2,1,2,1,2,2,2,3,3,4
3013,1,2,1,1,5,4,1,1,1,2,4,2,4
3016,1,3,3,3,1,2,2,2,1,1,2,2,3
3018,1,2,2,2,2,3,6,2,2,2,3,3,3
3019,2,2,3,3,1,2,1,2,2,2,2,2,4
3020,1,3,1,2,2,3,1,1,3,2,3,3,3
3021,2,3,2,2,3,3,1,2,2,2,4,2,1
3023,2,1,3,1,1,2,6,2,2,2,3,2,2
3024,1,1,1,3,5,3,6,2,1,2,3,1,1
3026,2,2,3,1,2,3,2,2,3,2,3,3,2
3029,2,4,1,2,2,1,3,2,2,2,2,2,3
3030,2,2,1,3,1,2,1,2,3,2,2,3,4
3033,1,3,1,2,2,3,1,2,2,2,1,2,4
3035,2,2,3,99,3,3,1,2,2,2,2,3,4
3038,2,4,3,1,1,2,5,1,3,2,2,3,4
3040,2,2,3,2,2,2,6,2,2,2,2,3,2
3041,2,3,1,3,2,2,6,2,2,2,1,2,4
3042,1,2,3,1,1,2,1,1,2,1,4,3,4
3043,2,4,3,2,3,4,1,1,3,2,2,3,3
3048,1,2,2,2,2,3,2,2,2,2,2,2,4
3049,1,2,1,3,3,4,1,1,1,2,2,3,4
3051,2,3,3,1,1,2,3,2,2,2,4,2,2
3053,2,3,3,3,1,3,4,1,2,2,4,2,4
3055,1,1,2,2,3,4,1,2,2,2,1,2,3
3057,2,1,3,2,1,2,4,2,2,2,1,3,4
3060,2,2,1,2,3,1,1,2,3,2,3,2,3
3062,2,2,2,3,3,4,1,1,2,2,2,2,4
3063,2,2,1,4,3,4,1,2,1,2,3,2,2
3065,2,3,1,3,2,3,3,2,3,2,1,2,3
3066,1,3,2,1,1,4,3,2,2,1,3,3,4
3067,1,2,1,2,4,3,3,1,2,2,4,2,1
3070,2,3,1,1,3,3,1,2,2,2,4,1,3
3071,1,2,3,3,3,1,6,2,2,1,1,2,4
3072,1,3,1,1,1,1,6,1,2,1,3,3,4
3073,1,3,1,2,3,3,1,1,3,2,2,2,4
3079,2,1,2,2,2,3,6,2,3,2,2,3,2
3080,2,2,2,2,2,3,6,1,2,2,1,1,2
3082,1,2,1,3,5,4,6,1,2,2,3,3,4
3085,1,2,3,3,1,2,3,1,2,1,3,3,4
3087,2,3,2,2,2,2,5,2,2,1,99,1,3
3088,1,1,2,3,1,2,6,2,3,1,2,2,4
3090,1,3,3,2,2,1,6,2,3,2,2,2,3
3091,1,2,3,4,3,3,3,2,3,1,2,3,4
3093,2,2,3,3,1,3,1,2,3,2,3,3,4
3094,1,3,3,4,3,1,6,99,1,99,99,2,4
3095,2,4,3,1,1,3,5,1,3,1,4,3,4
3096,2,3,3,2,1,4,3,2,2,2,2,3,4
3097,1,1,1,1,1,1,1,1,3,1,3,3,4
3098,2,2,1,2,3,3,1,2,2,2,2,2,3
3106,1,2,1,1,5,2,1,2,2,1,3,2,4
3107,1,1,3,2,1,3,6,1,3,2,4,1,4
3111,2,2,1,2,2,3,6,2,2,2,2,2,4
3112,1,3,3,1,1,4,1,1,2,1,3,3,4
3113,2,4,3,1,1,3,1,2,2,2,2,3,4
3114,1,4,3,2,2,3,6,2,3,1,1,2,1
3115,1,1,1,2,1,2,1,2,3,2,2,3,4
3121,2,3,3,4,1,3,3,1,1,2,3,2,3
3123,1,2,3,2,1,2,1,2,2,2,1,3,1
3124,2,2,1,2,2,3,1,2,2,2,2,2,3
3126,1,2,1,3,5,1,1,2,2,1,3,1,3
3127,1,1,3,1,1,3,6,1,2,1,2,2,3
3129,2,2,1,2,3,4,1,1,2,2,1,2,2
3132,1,2,1,1,1,1,2,1,2,1,2,3,4
3137,2,3,3,3,1,4,1,1,3,2,4,2,4
3139,1,2,2,2,1,3,4,1,2,1,3,2,4
3142,2,4,2,2,4,3,1,1,1,1,3,3,4
3147,1,1,1,3,3,3,4,2,2,1,2,2,4
3154,2,3,3,2,2,3,2,2,2,2,3,2,3
3157,1,1,2,1,1,2,1,1,3,1,4,3,4
3159,1,3,1,2,1,3,1,2,3,2,3,3,2
3160,2,4,1,2,2,2,5,2,2,2,1,1,4
3161,1,3,3,1,1,2,1,2,2,1,3,2,4
3162,2,2,2,4,3,3,2,2,2,2,1,1,2
3163,2,3,3,2,2,3,6,2,2,1,3,3,2
3164,1,1,1,3,1,1,2,2,2,2,2,3,4
3165,2,2,1,2,3,4,1,2,2,2,3,2,4
3167,2,1,1,2,2,3,6,2,2,2,1,2,3
3171,2,1,2,1,1,2,6,1,1,2,3,3,4
3173,2,1,3,3,1,4,6,1,3,1,2,2,4
3176,2,1,1,2,2,3,6,2,2,2,2,2,2
3178,2,3,1,4,5,1,4,1,2,1,2,2,2
3181,2,2,1,2,5,2,6,1,2,2,2,2,3
3183,1,2,2,4,1,4,6,1,3,1,3,2,4
3184,1,1,2,3,5,4,1,2,1,2,2,2,2
3194,2,4,2,3,1,2,3,2,2,1,3,3,4
3196,2,2,1,1,3,3,1,1,3,1,4,3,4
3198,1,4,3,4,1,3,1,2,2,1,3,3,4
3199,1,2,2,3,4,4,5,1,3,2,1,1,4
3200,1,3,2,2,3,4,1,2,2,2,1,1,2
3202,1,2,3,4,3,4,1,2,3,1,4,3,3
3203,2,3,1,3,2,3,3,2,2,2,1,2,4
3210,1,2,2,1,3,1,1,1,3,1,4,2,4
3211,2,1,2,2,3,1,6,2,2,2,2,3,4
3212,2,2,2,2,3,1,2,2,2,2,3,2,4
3214,2,2,2,2,3,1,1,2,3,2,2,2,1
3215,2,1,1,4,3,3,6,1,2,2,2,2,3
3222,2,1,1,2,5,3,6,2,2,2,1,1,2
3223,1,3,2,1,3,3,1,1,1,1,3,2,2
3224,2,1,3,2,3,3,1,1,3,2,2,2,3
3226,2,1,1,2,3,3,6,2,2,2,2,3,4
3227,2,1,1,3,3,3,6,1,1,1,3,3,4
3228,2,2,3,2,3,3,1,2,2,2,1,2,2
3230,1,1,2,4,3,2,6,2,1,2,2,2,2
3233,1,1,3,1,3,2,6,2,3,1,3,3,4
3234,2,1,3,4,3,2,6,1,2,2,2,2,2
3236,2,2,2,4,3,2,6,1,1,2,4,2,4
3238,2,1,3,2,2,2,6,2,2,2,4,2,3
3239,1,3,1,2,3,2,1,2,2,2,1,2,3
3240,2,1,1,3,1,2,2,2,2,2,3,3,2
3244,2,1,2,4,3,3,1,2,3,2,3,2,3
3245,1,1,1,2,1,3,6,2,2,2,1,3,2
3249,1,1,2,2,3,3,6,2,1,2,2,2,4
3252,1,1,2,2,3,3,6,2,2,2,1,2,4
3253,2,3,2,1,1,3,3,1,2,1,1,3,4
3254,1,1,3,2,3,3,6,2,3,2,2,3,3
3256,2,2,3,1,2,3,3,1,3,1,3,3,4
3258,2,2,2,4,3,3,1,1,3,2,1,3,4
3259,2,2,3,1,3,3,1,1,1,2,3,3,4
3262,2,2,3,3,3,3,3,2,2,1,2,2,2
3263,1,3,3,4,3,3,3,2,2,1,2,2,2
3265,2,1,2,3,2,3,2,1,2,2,1,2,4
3266,2,1,2,1,3,3,2,2,2,1,2,1,2
3269,2,1,3,4,3,3,4,1,3,1,2,3,3
3270,2,3,3,1,4,3,5,1,2,2,2,1,1
3271,2,2,3,2,1,3,1,1,1,1,2,2,2
3273,1,1,1,2,3,3,6,1,1,2,1,2,3
3274,1,2,2,2,3,3,1,1,2,2,1,2,4
3277,2,1,2,4,3,3,2,1,3,2,2,3,2
3278,2,2,2,99,3,3,1,1,3,2,4,3,4
3281,2,1,2,1,3,4,6,1,2,2,4,3,2
3282,2,1,3,1,3,4,1,2,2,2,3,1,4
3283,2,2,3,3,3,4,2,1,1,2,1,2,1
3284,2,3,3,4,1,4,4,2,2,2,4,3,4
3285,2,1,2,1,3,4,6,2,2,2,3,3,4
3286,1,3,1,2,3,4,1,2,2,2,1,3,3
3288,2,4,3,2,3,4,6,2,2,2,2,2,1
3289,2,1,1,4,3,4,6,2,99,2,1,2,4
3290,2,1,1,2,1,4,6,2,2,2,2,3,4
3292,2,1,2,2,3,4,6,2,3,1,3,2,4
3294,2,1,1,2,3,4,6,2,2,2,1,2,4
3295,1,1,2,4,3,4,6,2,2,2,3,3,4
3296,2,1,1,2,3,4,6,2,2,2,1,3,3
3299,2,1,1,4,3,4,2,2,3,2,1,2,4
3300,2,1,2,2,3,4,6,2,2,2,1,2,3
3304,2,1,3,1,3,4,1,2,2,1,3,1,1
3310,2,1,2,2,3,4,1,2,2,1,2,2,2
3314,2,1,3,2,3,4,1,2,2,1,1,3,3
3315,2,1,2,2,3,4,6,2,2,2,1,2,3
3316,2,2,1,1,4,4,1,2,1,2,1,2,4
3317,1,1,2,2,3,4,6,2,2,2,1,2,3
3319,2,3,1,2,3,4,3,2,2,2,1,2,3
3320,2,3,1,2,3,4,3,2,2,2,2,2,3
3324,1,2,2,2,3,4,1,2,2,2,1,2,2
3325,1,1,1,4,5,4,6,2,3,2,1,1,4
3326,1,3,3,4,3,4,1,1,3,2,4,2,4
3328,1,2,3,3,3,4,1,2,2,2,4,2,2
3329,2,1,3,1,3,4,1,2,3,2,1,1,1
3332,2,2,2,3,3,1,1,2,2,2,3,2,4
3336,2,2,1,2,1,1,1,2,3,2,3,2,3
3337,2,1,1,2,1,1,2,2,3,2,2,3,4
3341,1,2,3,2,3,1,6,1,2,1,2,2,2
3344,1,3,1,3,3,1,1,2,2,2,1,3,3
3345,2,2,3,2,1,1,1,2,2,2,4,3,4
3350,2,2,1,2,3,1,3,1,3,1,3,3,2
3351,2,1,1,2,3,1,6,2,3,2,2,2,4
3353,2,1,2,4,3,1,1,2,3,1,3,2,1
3354,1,2,3,3,3,1,1,2,2,2,2,2,3
3355,1,2,1,2,3,1,6,2,3,2,2,2,1
3356,2,1,1,3,3,1,2,2,2,2,1,2,3
3358,1,2,1,2,1,1,1,1,1,2,1,3,4
3359,2,2,2,4,3,1,6,2,2,2,1,2,2
3360,2,2,3,4,3,1,5,2,2,2,3,3,3
3363,2,3,1,2,3,1,2,2,2,2,1,2,4
3364,2,1,2,2,3,1,6,2,2,2,1,2,4
3366,2,4,3,2,3,1,6,1,3,2,3,3,4
3368,1,2,2,2,3,1,1,2,2,2,2,2,3
3369,2,3,3,4,9,1,1,2,2,1,1,3,4
3370,2,1,1,2,3,1,6,1,2,2,2,2,3
3371,2,1,3,2,2,1,6,1,2,2,2,1,1
3378,1,2,2,4,1,3,3,1,3,1,3,3,4
3379,2,2,1,2,3,3,6,2,3,2,1,2,4
3380,1,2,2,3,3,3,1,1,3,2,1,2,2
3381,2,2,1,2,3,3,6,1,1,2,1,2,3
3382,1,3,2,2,3,3,1,2,2,2,3,2,2
3383,1,2,2,1,3,3,1,1,3,2,3,3,2
3384,1,2,1,4,3,3,1,1,1,2,3,1,4
3386,1,2,2,3,3,3,1,1,3,1,2,2,4
3388,1,3,1,3,3,3,1,2,2,2,3,2,3
3389,2,1,2,2,3,3,6,2,1,2,2,2,4
3390,2,2,1,1,5,3,4,2,1,2,2,1,1
3391,2,4,1,2,3,3,1,2,2,2,2,2,4
3393,2,1,2,2,3,3,6,1,2,2,1,2,3
3394,1,1,2,2,2,3,1,2,1,2,3,3,3
3396,1,1,2,4,3,3,1,1,2,2,3,2,3
3399,1,2,1,1,3,3,2,1,2,2,1,2,3
3402,2,2,2,4,3,3,1,1,2,2,3,2,2
3409,1,4,2,1,3,3,1,1,1,2,3,1,3
3410,2,2,3,1,3,3,6,1,2,2,4,3,2
3412,1,2,3,1,1,3,6,2,2,1,2,2,4
3413,2,3,2,2,3,3,3,99,3,2,3,2,4
3415,2,3,1,2,5,3,1,1,3,2,2,2,4
3418,2,3,99,2,3,3,4,1,2,1,2,2,4
3420,1,4,1,2,3,3,4,1,2,1,3,3,4
3423,1,2,3,2,2,3,1,2,2,2,1,1,4
3424,2,1,1,2,1,3,1,2,2,1,2,3,4
3426,2,3,2,3,3,3,3,2,2,2,2,3,4
3430,1,3,3,2,3,3,1,2,2,2,2,2,3
3431,2,1,3,3,3,3,6,2,2,2,3,3,4
3437,1,3,1,4,3,3,1,2,2,2,2,2,3
3441,2,1,2,4,3,3,6,2,2,2,3,2,3
3442,1,2,1,3,3,3,1,2,1,2,3,2,4
3443,2,4,2,1,3,3,5,1,3,1,3,2,4
3445,1,2,3,1,3,3,1,1,1,1,3,3,2
3446,2,2,2,2,3,3,2,2,2,1,1,1,1
3447,2,1,3,1,3,3,3,1,3,1,2,1,3
3448,1,3,2,4,3,3,3,2,2,2,4,2,4
3451,1,2,1,3,3,3,1,1,3,2,2,3,4
3453,2,3,3,2,2,3,4,2,2,2,1,2,3
3454,1,2,2,1,3,3,1,1,2,1,2,3,4
3455,1,1,2,2,3,3,6,2,2,2,3,3,4
3459,2,2,1,4,1,2,1,2,3,2,1,3,4
3460,2,1,3,2,1,2,1,2,2,2,1,2,3
3461,1,4,2,4,2,2,1,2,2,2,2,1,1
3462,2,4,3,1,1,2,1,2,2,1,2,2,4
3465,2,4,2,2,3,2,1,2,2,2,2,2,3
3466,2,1,2,2,3,2,1,1,3,2,3,2,3
3467,2,2,3,4,1,2,6,1,3,1,3,3,3
3470,2,2,1,1,3,2,6,1,2,2,3,3,3
3472,1,2,2,3,2,2,4,2,2,2,2,2,3
3473,1,4,1,1,5,2,1,2,3,2,2,2,2
3479,1,3,3,4,3,2,4,2,2,2,3,3,4
3480,2,2,1,2,3,2,1,1,3,2,2,3,4
3482,2,2,1,4,4,2,2,1,2,2,3,2,4
3483,2,2,2,2,3,2,1,1,2,2,1,2,1
3487,2,2,1,2,2,2,1,2,1,1,3,2,4
3488,2,3,3,2,1,2,1,2,3,2,3,3,4
3491,1,1,1,2,3,2,6,2,2,2,1,2,1
3493,2,3,2,3,1,3,5,1,1,1,2,2,4
3497,1,4,3,2,3,3,1,1,1,2,2,2,3
3498,2,3,2,99,1,3,4,2,2,2,2,99,4
3500,2,2,2,3,1,3,2,1,2,1,3,2,2
3502,1,3,3,2,3,3,1,2,2,2,1,2,2
3504,2,3,1,2,5,3,6,2,2,2,1,1,3
3507,2,1,3,3,3,3,1,2,2,2,1,2,4
3508,2,2,3,4,3,3,1,2,2,2,4,2,3
3512,2,2,1,4,3,3,4,99,3,2,1,2,3
3517,2,3,3,2,3,3,3,2,2,2,2,2,2
3520,2,1,3,1,3,3,1,1,2,2,2,1,3
3522,1,2,2,1,3,3,1,1,1,1,2,3,3
3523,2,2,2,3,3,3,3,1,2,2,3,3,4
3526,1,3,1,1,3,3,3,1,3,1,2,3,2
3527,1,1,2,2,3,3,6,2,1,2,3,3,2
3528,2,2,2,2,3,3,1,2,2,1,2,2,3
3533,2,3,3,1,1,3,1,1,3,1,3,3,4
3534,2,3,2,2,3,3,1,2,3,2,3,2,1
3538,2,3,1,3,3,3,1,2,2,1,1,2,2
3539,2,2,1,1,3,3,1,1,2,2,2,2,4
3541,2,3,1,4,2,3,2,2,1,2,3,3,4
3543,1,3,1,4,3,3,1,1,2,1,1,2,3
3544,1,2,1,2,1,3,1,1,3,2,4,3,4
3551,1,3,3,3,3,3,1,1,1,1,3,3,4
3552,2,3,3,3,3,3,1,2,2,2,1,2,2
3553,1,3,3,3,3,3,1,2,3,2,2,2,4
3554,2,2,2,3,4,3,1,2,2,2,3,2,4
3556,1,3,2,4,3,3,1,1,2,1,2,2,4
3558,2,4,2,2,3,3,3,1,1,2,2,3,4
3560,2,1,3,2,3,3,2,1,3,2,2,3,4
3563,2,2,2,2,3,3,3,2,3,2,2,2,3
3564,1,1,3,2,2,3,6,2,2,2,3,2,4
3565,1,2,1,1,3,3,6,2,2,2,2,3,4
3567,2,2,1,3,1,3,1,2,2,2,3,2,4
3568,1,2,1,3,5,3,1,2,2,2,1,2,4
3570,2,1,2,2,3,3,6,1,3,2,4,3,3
3571,2,2,2,3,3,3,3,2,2,2,4,3,4
3575,2,3,2,1,3,3,1,2,3,2,1,2,2
3582,2,4,2,2,3,3,1,99,3,1,4,3,4
3585,2,2,99,99,3,3,2,2,2,2,3,3,4
3586,2,1,3,2,3,3,6,1,3,2,1,2,4
3589,2,3,2,2,3,3,1,2,2,2,2,3,4
3592,1,3,1,1,3,3,1,1,3,2,1,2,3
3594,2,2,1,2,3,3,6,1,3,2,2,2,3
3595,1,2,1,4,3,3,6,2,2,2,1,1,4
3599,2,2,1,1,3,3,1,2,2,2,1,2,2
3602,2,1,1,2,3,3,1,1,2,2,4,2,4
3603,2,2,2,2,3,3,1,1,2,2,3,3,4
3608,2,2,2,3,1,3,2,2,2,2,3,3,4
3609,2,1,2,2,3,3,4,2,2,1,2,3,3
3611,1,2,1,2,3,4,1,2,2,2,2,3,3
3615,1,3,1,2,3,4,2,2,2,2,1,2,4
3616,2,2,3,2,3,4,1,1,3,1,4,3,3
3617,1,3,1,3,1,4,1,2,2,2,2,3,4
3619,2,4,1,2,1,4,1,2,2,2,1,3,4
3620,2,4,3,3,4,4,5,1,2,2,2,3,4
3622,1,2,1,2,3,4,1,2,2,2,2,1,3
3623,2,3,3,2,3,4,3,1,2,2,2,2,4
3624,1,3,3,2,3,4,1,2,3,2,4,2,4
3625,2,1,1,1,3,4,1,2,1,2,1,2,3
3626,2,3,1,2,1,4,5,2,2,2,1,3,4
3627,2,2,1,2,3,4,1,1,2,2,1,2,2
3629,1,1,1,3,3,4,1,1,1,1,2,2,4
3631,2,1,2,3,3,4,2,2,2,1,3,3,4
3636,1,1,3,4,3,4,6,2,3,2,3,3,2
3638,2,1,3,2,3,4,1,1,3,2,4,3,4
3639,2,2,2,1,3,4,6,2,2,2,4,1,1
3641,2,1,2,4,3,4,2,1,3,2,2,1,1
3643,2,2,1,4,3,4,6,2,2,1,2,3,2
3644,2,2,1,3,1,4,1,1,3,2,3,2,3
3647,2,2,2,3,3,4,1,2,2,1,2,2,3
3649,2,3,2,4,3,4,1,2,2,2,3,2,4
3650,1,2,3,2,3,4,4,1,2,2,3,2,3
3651,2,3,3,2,3,4,2,2,2,2,3,3,4
3652,2,2,1,2,3,4,6,1,3,1,3,2,3
3658,2,1,1,3,3,4,2,2,2,2,2,2,2
3659,2,2,3,4,5,4,1,1,1,2,2,2,3
3661,1,2,2,1,3,4,1,1,3,1,4,3,4
3667,1,2,2,3,3,4,6,1,1,2,2,3,4
3669,1,1,3,2,3,4,6,1,2,2,4,3,4
3674,2,2,1,2,3,4,2,2,3,2,1,3,4
3675,1,2,3,3,3,4,1,1,2,2,4,3,3
3676,2,2,2,2,3,4,1,2,2,2,3,1,1
3677,2,2,1,2,3,4,1,1,3,2,4,2,3
3678,1,4,2,2,1,4,1,2,1,2,3,3,4
3679,1,2,3,4,4,4,1,1,1,1,2,2,3
3681,1,3,1,2,3,4,6,2,2,2,3,2,4
3683,1,2,1,3,5,4,1,1,1,2,2,2,4
3684,2,3,1,2,3,4,2,2,2,2,1,2,4
3685,1,2,2,2,3,4,1,1,1,1,1,2,4
3686,2,2,1,2,3,4,6,1,3,2,3,2,4
3687,1,2,3,2,3,4,6,2,1,2,2,3,2
3693,1,3,1,3,5,4,1,1,1,2,2,2,2
3696,2,4,2,2,3,4,6,2,2,2,3,3,3
3701,1,2,2,2,3,4,1,1,1,2,3,2,4
3704,2,1,2,2,3,4,2,2,2,2,2,3,4
3706,1,3,1,3,3,4,1,1,2,1,2,3,1
3707,1,3,2,3,3,4,1,1,3,2,3,2,3
3711,2,2,3,3,3,4,1,2,2,2,3,2,4
3712,2,2,1,2,3,4,1,2,2,2,1,2,4
3713,2,2,2,1,3,4,1,2,3,2,1,2,4
3715,1,3,1,1,1,4,2,2,3,1,2,2,4
3717,1,1,2,3,4,4,6,2,3,1,2,2,2
3720,2,1,3,4,3,4,1,1,3,2,3,2,4
3721,2,2,1,2,3,4,1,2,2,2,2,2,2
3727,2,1,3,99,3,4,1,2,2,2,2,2,2
3729,2,2,2,1,3,4,2,1,3,1,3,2,4
3732,2,2,1,4,5,4,1,99,99,2,3,3,3
3733,1,2,3,2,9,4,6,1,1,1,3,2,4
3735,1,1,2,4,3,4,6,2,1,1,3,2,3
3736,2,1,2,3,3,4,6,2,3,1,2,1,2
3738,1,2,2,2,3,4,1,2,2,2,2,2,3
3740,2,2,2,3,3,4,1,2,2,1,3,2,4
3744,2,1,3,3,3,4,6,1,3,2,3,1,3
3745,1,2,3,2,3,4,1,2,2,1,3,1,2
3746,2,2,2,2,3,4,1,2,2,2,2,3,2
3749,2,2,3,4,3,4,1,1,2,2,3,2,4
3750,2,2,1,2,3,4,1,1,3,2,3,2,1
3751,1,2,2,4,3,4,6,2,1,2,2,2,4
3753,2,2,2,1,3,4,1,1,1,1,4,3,4
3754,1,2,2,2,3,4,2,2,2,2,3,2,3
3756,2,2,3,2,3,4,5,2,2,2,1,1,4
3757,1,2,1,2,3,4,6,2,2,2,3,3,3
3759,2,2,2,1,3,4,6,2,2,2,2,2,4
3761,2,2,1,2,5,4,6,2,2,2,2,2,4
3767,1,2,2,3,3,4,1,1,2,1,2,2,3
3771,2,2,1,2,5,4,2,99,3,2,2,1,2
3774,2,1,3,2,2,4,6,2,2,2,3,2,3
3775,2,2,1,2,3,4,6,2,2,2,2,3,4
3777,1,4,2,1,3,4,1,1,1,1,4,2,3
3778,2,2,1,2,3,4,1,2,1,2,2,2,3
3779,2,1,2,4,3,4,2,2,2,2,1,3,4
3784,2,2,2,2,3,4,1,2,3,2,1,1,1
3789,2,1,2,4,1,4,6,2,3,1,3,3,4
3791,2,3,2,4,4,4,99,2,2,2,3,2,4
3794,1,1,1,2,3,4,1,2,1,2,2,2,2
3795,2,4,3,2,2,1,6,2,2,2,3,2,1
3796,1,2,3,4,4,1,1,2,1,2,1,3,1
3797,1,3,1,2,2,1,1,2,3,2,3,3,2
3799,2,1,2,2,2,1,6,1,2,2,1,2,2
3801,2,3,1,2,2,1,6,2,2,2,1,2,3
3807,1,1,1,3,5,3,1,2,2,2,2,3,3
3808,2,3,1,3,2,3,1,2,2,2,2,2,4
3809,1,2,1,1,1,3,1,1,3,1,2,2,4
3810,2,2,1,2,2,3,1,2,2,2,3,2,3
3811,2,3,2,1,2,3,1,1,1,2,1,3,4
3814,2,4,1,2,2,3,5,2,1,1,3,1,2
3818,2,1,2,2,2,3,2,2,2,2,2,2,3
3821,2,3,1,2,2,3,1,2,2,2,1,2,2
3822,2,2,2,2,2,3,6,2,3,2,1,2,3
3823,2,1,2,2,2,3,2,1,3,2,3,2,4
3824,2,1,2,2,2,3,1,1,3,2,2,3,3
3831,2,1,2,2,2,3,1,2,3,2,2,2,4
3833,2,3,3,4,2,3,3,1,3,2,4,3,3
3837,1,2,1,2,2,3,1,1,2,2,1,1,4
3839,2,3,1,2,2,3,1,2,2,2,1,2,2
3840,1,2,1,2,3,3,6,2,3,2,2,2,3
3841,2,2,2,4,2,3,6,1,3,1,2,2,2
3842,2,3,2,2,2,3,3,1,1,2,2,2,1
3843,2,3,2,2,2,3,3,2,2,2,2,2,2
3845,2,2,1,99,2,3,1,2,3,2,2,3,1
3846,2,2,1,2,2,3,3,2,2,2,4,3,2
3848,2,2,2,1,2,3,6,1,2,1,2,3,4
3851,2,2,2,2,2,3,6,2,2,2,3,2,3
3852,2,3,3,2,2,3,3,2,2,2,2,2,3
3854,2,3,3,2,2,3,6,1,1,1,3,3,3
3856,2,2,1,2,2,3,6,2,2,2,1,2,2
3861,1,2,2,3,2,3,1,2,2,2,1,2,4
3865,2,2,2,4,1,2,3,2,3,1,2,3,4
3867,1,4,1,2,2,2,2,2,2,2,1,2,2
3868,2,2,3,3,1,2,6,2,2,2,3,2,4
3870,2,3,1,2,2,2,1,2,2,2,1,2,3
3874,1,1,3,1,1,2,6,1,3,1,2,3,4
3876,1,3,2,2,2,2,1,2,3,2,3,3,3
3877,1,2,1,2,1,2,2,1,1,1,3,3,2
3878,2,1,1,2,1,2,6,2,2,2,3,2,4
3880,2,2,1,2,4,2,3,1,1,2,3,2,3
3881,2,2,2,2,2,2,1,2,2,2,2,2,3
3883,1,1,1,4,1,2,2,2,2,2,1,3,2
